20.5,486.8888889,69.55555556,69.55555556,69.55555556,-6.55,805.45,16.4,14,16.4,14,19.3,14,20.75,15,20.75,15,74.66666667,14.13333333,43.23,194.58333,1.133333333,97.5
20.5639,546.6740741,78.0962963,78.0962963,78.0962963,-6.65,805.35,16.4,14,16.4,14,19.24666667,14,20.67,15,20.67,15,73.66666667,14.63333333,41.118,135.83333,0.833333333,270
20.4713,394.6185185,56.37407407,56.37407407,56.37407407,-6.81,805.19,16.4,14,16.4,14,19.2,14,20.6,15,20.6,15,76.33333333,15.03333333,39.798,207.91667,0.733333333,172.5
20.4599,428.5037037,61.21481481,61.21481481,61.21481481,-6.95,805.05,16.4,14,16.4,14,19.20666667,14,20.61,15,20.61,15,76,15.93333333,40.854,218.33333,0.9,157.5
20.4403,401.4111111,57.34444444,57.34444444,57.34444444,-7.1,804.9,16.4,14,16.4,14,19.2,14,20.6,15,20.6,15,76,16.4,41.976,135.41667,1,180
20.3156,266.4407407,38.06296296,38.06296296,38.06296296,-7.29,804.71,16.4,14,16.4,14,19.12,14,20.48,15,20.48,15,74.33333333,15.8,44.22,208.33333,0.766666667,247.5
20.5324,357.8037037,51.11481481,51.11481481,51.11481481,-7.43,804.57,16.6,14,16.6,14,19.33333333,14,20.7,15,20.7,15,72,15.53333333,43.824,202.08333,0.933333333,195
20.5684,358.5037037,51.21481481,51.21481481,51.21481481,-7.57,804.43,16.6,14,16.6,14,19.36666667,14,20.75,15,20.75,15,84.33333333,14.23333333,48.708,144.58333,0.933333333,142.5
20.3528,944.4555556,134.9222222,134.9222222,134.9222222,-7.51,804.49,16.6,14,16.6,14,19.22,14,20.53,15,20.53,15,92.33333333,12.23333333,58.08,157.5,1.433333333,240
20.331,1346.022222,192.2888889,192.2888889,192.2888889,-7.27,804.73,16.2,14,16.2,14,19.08,14,20.52,15,20.52,15,83,10.23333333,40.626,180.41667,1.7,127.5
20.193,792.8925926,113.2703704,113.2703704,113.2703704,-7.26,804.74,15.8,14,15.8,14,18.85333333,14,20.38,15,20.38,15,83.66666667,10.26666667,58.608,211.25,0.833333333,255
20.1372,903.1555556,129.0222222,129.0222222,129.0222222,-7.2,804.8,15.8,14,15.8,14,18.81333333,14,20.32,15,20.32,15,79,9.033333333,57.42,224.58333,1.3,142.5
20.0459,812.0777778,116.0111111,116.0111111,116.0111111,-7.17,804.83,15.6,14,15.6,14,18.68666667,14,20.23,15,20.23,15,78.33333333,8.633333333,59.268,206.66667,0.933333333,315
19.9965,809.9,115.7,115.7,115.7,-7.17,804.83,15.8,14,15.8,14,18.72,14,20.18,15,20.18,15,77.33333333,9.233333333,48.31,99.583333,0.833333333,270
19.9273,568.5814815,81.22592593,81.22592593,81.22592593,-7.28,804.72,15.8,14,15.8,14,18.67333333,14,20.11,15,20.11,15,76.66666667,11.46666667,40.126,105.83333,0.8,195
19.8928,679.6740741,97.0962963,97.0962963,97.0962963,-7.38,804.62,15.6,14,15.6,14,18.58,14,20.07,15,20.07,15,74.33333333,14.46666667,49.532,87.5,0.7,180
19.953,591.6037037,84.51481481,84.51481481,84.51481481,-7.52,804.48,15.6,14,15.6,14,18.62,14,20.13,15,20.13,15,92,12.86666667,40.758,216.66667,0.833333333,120
19.7641,722.8925926,103.2703704,103.2703704,103.2703704,-7.51,804.49,15.4,14,15.4,14,18.43333333,14,19.95,15,19.95,15,90.66666667,12.16666667,31.548,220.83333,1.566666667,187.5
